product,metal,width,optical_code,height_40,height_70,height_110,height_200,timestamp_first,timestamp_last,optical_code_Encoded,optical_code_numerical_only,optical_code_numerical_only_Encoded,colorimetrie,transparency,teinte,colorimetrie_Encoded,transparency_Encoded,teinte_Encoded,longeur_mm,height,height_encoded
carton_grand,False,335,B031011,False,False,False,False,2024-11-14 14:52:28.686332,2024-11-14 14:52:28.800854,298.0,031011,721.0,B,031,011,2,31.0,11.0,254.49,"[0, 40]",1
carton_grand,False,371,B082009,True,True,True,False,2024-11-14 14:43:14.438592,2024-11-14 14:43:14.439999,1617.0,082009,2919.0,B,082,009,2,82.0,9.0,3.13,"[110, 200]",4
conserve,True,91,S026006,True,True,False,False,2024-11-14 14:53:04.895096,2024-11-14 14:53:04.935348,2405.0,026006,520.0,S,026,006,3,26.0,6.0,89.45,"[70, 110]",3
conserve,True,86,S041003,True,True,False,False,2024-11-14 14:45:46.770130,2024-11-14 14:45:46.812289,2516.0,041003,1191.0,S,041,003,3,41.0,3.0,93.69,"[70, 110]",3
yaourt,False,50,W034008,True,True,False,False,2024-11-14 14:43:10.813149,2024-11-14 14:43:10.844021,3766.0,034008,851.0,W,034,008,0,34.0,8.0,68.6,"[70, 110]",3
tetrapak,False,82,B081006,True,True,False,False,2024-11-14 14:51:37.269455,2024-11-14 14:51:37.305542,1587.0,081006,2888.0,B,081,006,2,81.0,6.0,80.19,"[70, 110]",3
bouteille_t,False,132,T028101,True,False,False,False,2024-11-14 14:51:47.652108,2024-11-14 14:51:47.678323,2653.0,028101,625.0,T,028,101,1,28.0,101.0,58.26,"[40, 70]",2
carton_petit,False,74,B097004,True,True,False,False,2024-11-14 14:52:59.987744,2024-11-14 14:53:00.031056,1915.0,097004,3226.0,B,097,004,2,97.0,4.0,96.25,"[70, 110]",3
journal,False,293,B075070,True,True,True,True,2024-11-14 14:47:27.330633,2024-11-14 14:47:27.335520,1480.0,075070,2760.0,B,075,070,2,75.0,70.0,10.86,>= 200,5
bouteille_t,False,72,T051152,True,False,False,False,2024-11-14 14:54:46.342449,2024-11-14 14:54:46.411210,3123.0,051152,1788.0,T,051,152,1,51.0,148.0,152.8,"[40, 70]",2
bouteille_t,False,56,T041089,True,False,False,False,2024-11-14 14:57:06.038514,2024-11-14 14:57:06.116795,2895.0,041089,1234.0,T,041,089,1,41.0,89.0,173.96,"[40, 70]",2
conserve,True,115,S028004,True,False,False,False,2024-11-14 14:53:14.158433,2024-11-14 14:53:14.217719,2421.0,028004,592.0,S,028,004,3,28.0,4.0,131.75,"[40, 70]",2
tetrapak,False,48,B071003,True,True,False,False,2024-11-14 14:41:10.981850,2024-11-14 14:41:11.012814,1359.0,071003,2626.0,B,071,003,2,71.0,3.0,68.81,"[70, 110]",3
journal,False,271,B045080,False,False,False,False,2024-11-14 14:52:48.970301,2024-11-14 14:52:49.098301,609.0,045080,1450.0,B,045,080,2,45.0,80.0,284.44,"[0, 40]",1
carton_petit,False,116,B101018,True,False,False,False,2024-11-14 14:54:23.037760,2024-11-14 14:54:23.076129,1987.0,101018,3298.0,B,101,018,2,101.0,18.0,85.26,"[40, 70]",2
carton_grand,False,4,B069016,True,True,True,True,2024-11-14 14:50:32.368749,2024-11-14 14:50:32.459122,1321.0,069016,2572.0,B,069,016,2,69.0,16.0,200.83,>= 200,5
carton_grand,False,6,B081009,True,True,True,True,2024-11-14 14:48:59.331566,2024-11-14 14:48:59.423962,1590.0,081009,2891.0,B,081,009,2,81.0,9.0,205.32,>= 200,5
conserve,True,134,S029005,True,True,False,False,2024-11-14 14:44:18.340154,2024-11-14 14:44:18.371399,2430.0,029005,636.0,S,029,005,3,29.0,5.0,69.43,"[70, 110]",3
dechet,False,280,B076015,True,True,True,True,2024-11-14 14:44:12.578951,2024-11-14 14:44:12.581548,1491.0,076015,2774.0,B,076,015,2,76.0,15.0,5.77,>= 200,5
carton_grand,False,259,B094014,False,False,False,False,2024-11-14 14:57:26.659860,2024-11-14 14:57:26.761129,1868.0,094014,3179.0,B,094,014,2,94.0,14.0,225.04,"[0, 40]",1
carton_petit,False,91,B090013,True,True,False,False,2024-11-14 14:46:20.907807,2024-11-14 14:46:20.932960,1782.0,090013,3092.0,B,090,013,2,90.0,13.0,55.9,"[70, 110]",3
bouteille_t,False,212,T053097,True,True,False,False,2024-11-14 14:48:02.401873,2024-11-14 14:48:02.420663,3164.0,053097,1878.0,T,053,097,1,53.0,97.0,41.76,"[70, 110]",3
canette,True,59,S034003,True,False,False,False,2024-11-14 14:43:01.804742,2024-11-14 14:43:01.846317,2465.0,034003,846.0,S,034,003,3,34.0,3.0,92.39,"[40, 70]",2
bouteille_b,False,55,W009003,True,True,False,False,2024-11-14 14:56:34.427680,2024-11-14 14:56:34.502414,3496.0,009003,73.0,W,009,003,0,9.0,3.0,166.08,"[70, 110]",3
carton_grand,False,3,B085010,True,True,True,True,2024-11-14 14:47:24.519920,2024-11-14 14:47:24.572118,1684.0,085010,2991.0,B,085,010,2,85.0,10.0,116.0,>= 200,5
carton_grand,False,188,B092007,True,True,True,True,2024-11-14 14:47:45.435781,2024-11-14 14:47:45.438226,1817.0,092007,3128.0,B,092,007,2,92.0,7.0,5.43,>= 200,5
carton_petit,False,84,B134012,True,True,True,False,2024-11-14 14:42:13.731279,2024-11-14 14:42:13.770345,2265.0,134012,3577.0,B,134,012,2,134.0,12.0,86.81,"[110, 200]",4
bouteille_b,False,97,W010002,True,True,True,False,2024-11-14 14:50:21.865247,2024-11-14 14:50:21.890583,3507.0,010002,88.0,W,010,002,0,10.0,2.0,56.3,"[110, 200]",4
conserve,True,125,S043004,True,True,False,False,2024-11-14 14:54:53.937146,2024-11-14 14:54:53.980897,2530.0,043004,1298.0,S,043,004,3,43.0,4.0,97.22,"[70, 110]",3
carton_petit,False,81,B050018,True,True,False,False,2024-11-14 14:52:39.356532,2024-11-14 14:52:39.396853,742.0,050018,1700.0,B,050,018,2,50.0,18.0,89.6,"[70, 110]",3
journal,False,301,B046070,True,True,True,True,2024-11-14 14:43:33.622166,2024-11-14 14:43:33.626609,632.0,046070,1497.0,B,046,070,2,46.0,70.0,9.87,>= 200,5
conserve,True,130,S022005,True,True,True,False,2024-11-14 14:51:45.280395,2024-11-14 14:51:45.337521,2370.0,022005,392.0,S,022,005,3,22.0,5.0,126.95,"[110, 200]",4
canette,True,97,S042006,True,False,False,False,2024-11-14 14:48:10.839282,2024-11-14 14:48:10.864365,2527.0,042006,1251.0,S,042,006,3,42.0,6.0,55.74,"[40, 70]",2
carton_petit,False,88,B041017,True,True,True,False,2024-11-14 14:47:04.309805,2024-11-14 14:47:04.342785,489.0,041017,1205.0,B,041,017,2,41.0,17.0,73.29,"[110, 200]",4
carton_grand,False,411,B106021,False,False,False,False,2024-11-14 14:57:20.103414,2024-11-14 14:57:20.224582,2069.0,106021,3381.0,B,106,021,2,106.0,21.0,269.26,"[0, 40]",1
bouteille_t,False,205,T049095,True,False,False,False,2024-11-14 14:52:55.382537,2024-11-14 14:52:55.407471,3075.0,049095,1676.0,T,049,095,1,49.0,95.0,55.41,"[40, 70]",2
bouteille_t,False,49,T030076,True,True,True,False,2024-11-14 14:48:08.572905,2024-11-14 14:48:08.604800,2677.0,030076,702.0,T,030,076,1,30.0,76.0,70.88,"[110, 200]",4
yaourt,False,60,W046012,True,False,False,False,2024-11-14 14:47:22.708631,2024-11-14 14:47:22.734658,3939.0,046012,1475.0,W,046,012,0,46.0,12.0,57.84,"[40, 70]",2
journal,False,224,B050064,False,False,False,False,2024-11-14 14:43:54.574875,2024-11-14 14:43:54.659323,759.0,050064,1720.0,B,050,064,2,50.0,64.0,187.66,"[0, 40]",1
dechet,False,83,T039073,True,False,False,False,2024-11-14 14:57:17.448968,2024-11-14 14:57:17.483530,2842.0,039073,1130.0,T,039,073,1,39.0,73.0,76.8,"[40, 70]",2
carton_petit,False,58,B066028,True,True,False,False,2024-11-14 14:50:37.668513,2024-11-14 14:50:37.697711,1245.0,066028,2464.0,B,066,028,2,66.0,28.0,64.88,"[70, 110]",3
yaourt,False,65,W031013,True,False,False,False,2024-11-14 14:52:02.832232,2024-11-14 14:52:02.856047,3726.0,031013,723.0,W,031,013,0,31.0,13.0,52.92,"[40, 70]",2
bouteille_t,False,65,T072099,True,True,True,False,2024-11-14 14:57:08.225308,2024-11-14 14:57:08.255398,3397.0,072099,2682.0,T,072,099,1,72.0,99.0,66.87,"[110, 200]",4
yaourt,False,75,W041011,True,False,False,False,2024-11-14 14:48:09.149011,2024-11-14 14:48:09.172257,3868.0,041011,1199.0,W,041,011,0,41.0,11.0,51.66,"[40, 70]",2
bouteille_b,False,154,W008006,True,False,False,False,2024-11-14 14:49:48.154490,2024-11-14 14:49:48.190838,3488.0,008006,61.0,W,008,006,0,8.0,6.0,80.77,"[40, 70]",2
carton_petit,False,84,B088018,True,False,False,False,2024-11-14 14:50:33.158993,2024-11-14 14:50:33.203488,1751.0,088018,3061.0,B,088,018,2,88.0,18.0,98.88,"[40, 70]",2
bouteille_t,False,171,T055091,True,False,False,False,2024-11-14 14:52:27.846564,2024-11-14 14:52:27.870725,3199.0,055091,1978.0,T,055,091,1,55.0,91.0,53.69,"[40, 70]",2
bouteille_t,False,167,T052105,True,False,False,False,2024-11-14 14:52:34.002962,2024-11-14 14:52:34.026426,3141.0,052105,1831.0,T,052,105,1,52.0,105.0,52.14,"[40, 70]",2
dechet,False,225,B033011,False,False,False,False,2024-11-14 14:42:58.154448,2024-11-14 14:42:58.242947,321.0,033011,804.0,B,033,011,2,33.0,11.0,196.66,"[0, 40]",1
tetrapak,False,58,B042011,True,False,False,False,2024-11-14 14:42:12.420624,2024-11-14 14:42:12.438205,502.0,042011,1256.0,B,042,011,2,42.0,11.0,39.07,"[40, 70]",2
bouteille_t,False,72,T054093,True,False,False,False,2024-11-14 14:53:15.102708,2024-11-14 14:53:15.172539,3180.0,054093,1929.0,T,054,093,1,54.0,93.0,155.18,"[40, 70]",2
carton_petit,False,106,B125025,True,True,False,False,2024-11-14 14:51:22.181325,2024-11-14 14:51:22.220338,2241.0,125025,3553.0,B,125,025,2,125.0,25.0,86.7,"[70, 110]",3
yaourt,False,64,W048011,True,False,False,False,2024-11-14 14:45:32.288776,2024-11-14 14:45:32.332998,3959.0,048011,1581.0,W,048,011,0,48.0,11.0,98.27,"[40, 70]",2
journal,False,315,B060035,True,True,True,True,2024-11-14 14:55:19.972045,2024-11-14 14:55:19.976515,1050.0,060035,2212.0,B,060,035,2,60.0,35.0,9.93,>= 200,5
yaourt,False,43,W038013,True,False,False,False,2024-11-14 14:48:48.956970,2024-11-14 14:48:48.987115,3828.0,038013,1046.0,W,038,013,0,38.0,13.0,66.99,"[40, 70]",2
carton_petit,False,101,B105018,True,True,False,False,2024-11-14 14:42:16.270168,2024-11-14 14:42:16.311506,2056.0,105018,3368.0,B,105,018,2,105.0,18.0,91.86,"[70, 110]",3
bouteille_b,False,96,W011005,True,False,False,False,2024-11-14 14:52:23.178796,2024-11-14 14:52:23.278875,3521.0,011005,106.0,W,011,005,0,11.0,5.0,222.4,"[40, 70]",2
bouteille_t,False,50,T036136,True,True,True,True,2024-11-14 14:52:24.467531,2024-11-14 14:52:24.490697,2781.0,036136,978.0,T,036,136,1,36.0,136.0,51.48,>= 200,5
carton_grand,False,185,B053021,False,False,False,False,2024-11-14 14:56:50.374839,2024-11-14 14:56:50.505900,832.0,053021,1855.0,B,053,021,2,53.0,21.0,291.25,"[0, 40]",1
bouteille_b,False,211,W010003,True,False,False,False,2024-11-14 14:44:29.166517,2024-11-14 14:44:29.198446,3508.0,010003,89.0,W,010,003,0,10.0,3.0,70.95,"[40, 70]",2
bouteille_b,False,64,W010005,True,True,True,True,2024-11-14 14:47:03.856244,2024-11-14 14:47:03.877026,3510.0,010005,91.0,W,010,005,0,10.0,5.0,46.18,>= 200,5
bouteille_b,False,76,W006004,True,True,True,False,2024-11-14 14:52:35.913582,2024-11-14 14:52:35.944866,3470.0,006004,39.0,W,006,004,0,6.0,4.0,69.52,"[110, 200]",4
journal,False,8,B060037,True,True,True,True,2024-11-14 14:44:00.739716,2024-11-14 14:44:00.918599,1051.0,060037,2213.0,B,060,037,2,60.0,37.0,397.52,>= 200,5
bouteille_t,False,71,T037058,True,False,False,False,2024-11-14 14:42:47.524060,2024-11-14 14:42:47.609226,2789.0,037058,1007.0,T,037,058,1,37.0,58.0,189.26,"[40, 70]",2
journal,False,11,B030033,True,True,True,True,2024-11-14 14:43:05.246171,2024-11-14 14:43:05.339193,287.0,030033,689.0,B,030,033,2,30.0,33.0,206.72,>= 200,5
conserve,True,62,S038007,True,True,False,False,2024-11-14 14:52:17.254410,2024-11-14 14:52:17.294628,2499.0,038007,1040.0,S,038,007,3,38.0,7.0,89.37,"[70, 110]",3
canette,True,82,S028002,True,True,False,False,2024-11-14 14:57:24.403956,2024-11-14 14:57:24.444803,2419.0,028002,590.0,S,028,002,3,28.0,2.0,90.77,"[70, 110]",3
carton_petit,False,79,B107018,True,False,False,False,2024-11-14 14:57:28.846592,2024-11-14 14:57:28.875064,2080.0,107018,3392.0,B,107,018,2,107.0,18.0,63.27,"[40, 70]",2
conserve,True,83,S009003,True,True,True,False,2024-11-14 14:47:51.654608,2024-11-14 14:47:51.696840,2294.0,009003,73.0,S,009,003,3,9.0,3.0,93.85,"[110, 200]",4
carton_petit,False,50,B092024,True,True,False,False,2024-11-14 14:52:57.066781,2024-11-14 14:52:57.124956,1831.0,092024,3142.0,B,092,024,2,92.0,24.0,129.28,"[70, 110]",3
conserve,True,111,S034002,True,True,False,False,2024-11-14 14:51:33.797389,2024-11-14 14:51:33.838929,2464.0,034002,845.0,S,034,002,3,34.0,2.0,92.31,"[70, 110]",3
bouteille_b,False,177,W009003,True,True,False,False,2024-11-14 14:50:54.762174,2024-11-14 14:50:54.788426,3496.0,009003,73.0,W,009,003,0,9.0,3.0,58.34,"[70, 110]",3
yaourt,False,44,W042009,True,False,False,False,2024-11-14 14:45:34.322126,2024-11-14 14:45:34.346472,3882.0,042009,1254.0,W,042,009,0,42.0,9.0,54.1,"[40, 70]",2
bouteille_b,False,50,W007006,True,False,False,False,2024-11-14 14:46:29.221577,2024-11-14 14:46:29.279497,3479.0,007006,49.0,W,007,006,0,7.0,6.0,128.71,"[40, 70]",2
carton_petit,False,93,B097022,True,True,False,False,2024-11-14 14:42:56.271697,2024-11-14 14:42:56.310919,1927.0,097022,3238.0,B,097,022,2,97.0,22.0,87.16,"[70, 110]",3
bouteille_t,False,42,T048099,True,True,True,False,2024-11-14 14:55:10.251733,2024-11-14 14:55:10.291177,3054.0,048099,1624.0,T,048,099,1,48.0,99.0,87.65,"[110, 200]",4
yaourt,False,76,W045007,True,True,False,False,2024-11-14 14:45:39.904382,2024-11-14 14:45:39.931134,3919.0,045007,1409.0,W,045,007,0,45.0,7.0,59.45,"[70, 110]",3
carton_grand,False,155,B104020,True,True,True,True,2024-11-14 14:45:24.545286,2024-11-14 14:45:24.547281,2041.0,104020,3353.0,B,104,020,2,104.0,20.0,4.43,>= 200,5
journal,False,12,B039047,True,True,True,True,2024-11-14 14:53:21.796316,2024-11-14 14:53:21.973580,450.0,039047,1114.0,B,039,047,2,39.0,47.0,393.92,>= 200,5
carton_grand,False,2,B086009,True,True,True,True,2024-11-14 14:46:44.710002,2024-11-14 14:46:44.876787,1701.0,086009,3010.0,B,086,009,2,86.0,9.0,370.63,>= 200,5
conserve,True,78,S020005,True,True,False,False,2024-11-14 14:47:05.571639,2024-11-14 14:47:05.611378,2356.0,020005,328.0,S,020,005,3,20.0,5.0,88.31,"[70, 110]",3
conserve,True,88,S034005,True,True,False,False,2024-11-14 14:43:12.955895,2024-11-14 14:43:12.997473,2467.0,034005,848.0,S,034,005,3,34.0,5.0,92.4,"[70, 110]",3
carton_petit,False,92,B096021,True,True,False,False,2024-11-14 14:51:52.598680,2024-11-14 14:51:52.638539,1911.0,096021,3222.0,B,096,021,2,96.0,21.0,88.58,"[70, 110]",3
yaourt,False,60,W050006,True,False,False,False,2024-11-14 14:55:06.019723,2024-11-14 14:55:06.045970,3977.0,050006,1688.0,W,050,006,0,50.0,6.0,58.33,"[40, 70]",2
bouteille_t,False,155,T053053,False,False,False,False,2024-11-14 14:41:39.102029,2024-11-14 14:41:39.134608,3154.0,053053,1867.0,T,053,053,1,53.0,53.0,72.4,"[0, 40]",1
canette,True,137,S043005,True,True,False,False,2024-11-14 14:50:19.016381,2024-11-14 14:50:19.046784,2531.0,043005,1299.0,S,043,005,3,43.0,5.0,67.56,"[70, 110]",3
bouteille_b,False,81,W011006,True,True,True,False,2024-11-14 14:46:55.841887,2024-11-14 14:46:55.881397,3522.0,011006,107.0,W,011,006,0,11.0,6.0,87.8,"[110, 200]",4
canette,True,53,S040002,True,False,False,False,2024-11-14 14:43:07.122107,2024-11-14 14:43:07.147166,2508.0,040002,1144.0,S,040,002,3,40.0,2.0,55.69,"[40, 70]",2
carton_petit,False,100,B134030,True,False,False,False,2024-11-14 14:55:36.221249,2024-11-14 14:55:36.280481,2268.0,134030,3580.0,B,134,030,2,134.0,30.0,131.63,"[40, 70]",2
journal,False,271,B067066,False,False,False,False,2024-11-14 14:54:24.696517,2024-11-14 14:54:24.824815,1283.0,067066,2515.0,B,067,066,2,67.0,66.0,285.11,"[0, 40]",1
tetrapak,False,59,B091013,True,False,False,False,2024-11-14 14:55:00.159985,2024-11-14 14:55:00.180435,1805.0,091013,3116.0,B,091,013,2,91.0,13.0,45.44,"[40, 70]",2
bouteille_b,False,61,W010004,True,True,False,False,2024-11-14 14:43:18.434698,2024-11-14 14:43:18.521739,3509.0,010004,90.0,W,010,004,0,10.0,4.0,193.42,"[70, 110]",3
bouteille_t,False,55,T049108,True,True,True,True,2024-11-14 14:53:36.982546,2024-11-14 14:53:37.020556,3078.0,049108,1679.0,T,049,108,1,49.0,108.0,84.47,>= 200,5
tetrapak,False,70,B092014,True,False,False,False,2024-11-14 14:49:14.553755,2024-11-14 14:49:14.582471,1823.0,092014,3134.0,B,092,014,2,92.0,14.0,63.81,"[40, 70]",2
yaourt,False,77,W023005,True,False,False,False,2024-11-14 14:51:28.896743,2024-11-14 14:51:28.917593,3620.0,023005,426.0,W,023,005,0,23.0,5.0,46.33,"[40, 70]",2
dechet,False,34,W038017,True,False,False,False,2024-11-14 14:52:25.231025,2024-11-14 14:52:25.263090,3831.0,038017,1049.0,W,038,017,0,38.0,17.0,71.26,"[40, 70]",2
carton_grand,False,6,B040016,True,True,True,True,2024-11-14 14:56:52.648950,2024-11-14 14:56:52.752888,467.0,040016,1157.0,B,040,016,2,40.0,16.0,230.97,>= 200,5
carton_grand,False,170,B093007,True,True,True,False,2024-11-14 14:45:48.686048,2024-11-14 14:45:48.688965,1839.0,093007,3150.0,B,093,007,2,93.0,7.0,6.48,"[110, 200]",4
canette,True,112,S021006,True,True,False,False,2024-11-14 14:41:12.818945,2024-11-14 14:41:12.845918,2364.0,021006,360.0,S,021,006,3,21.0,6.0,59.94,"[70, 110]",3
carton_grand,False,5,B083016,True,True,True,True,2024-11-14 14:42:40.982648,2024-11-14 14:42:41.082795,1644.0,083016,2949.0,B,083,016,2,83.0,16.0,222.55,>= 200,5
carton_petit,False,101,B059020,True,True,False,False,2024-11-14 14:55:58.043283,2024-11-14 14:55:58.071751,1021.0,059020,2166.0,B,059,020,2,59.0,20.0,63.26,"[70, 110]",3
tetrapak,False,72,B086011,True,False,False,False,2024-11-14 14:53:31.107182,2024-11-14 14:53:31.129902,1703.0,086011,3012.0,B,086,011,2,86.0,11.0,50.49,"[40, 70]",2
canette,True,82,S040003,True,False,False,False,2024-11-14 14:51:31.529572,2024-11-14 14:51:31.583547,2509.0,040003,1145.0,S,040,003,3,40.0,3.0,119.94,"[40, 70]",2
dechet,False,90,B017043,True,True,False,False,2024-11-14 14:48:13.750042,2024-11-14 14:48:13.788951,93.0,017043,254.0,B,017,043,2,17.0,43.0,86.46,"[70, 110]",3
bouteille_b,False,48,W009003,True,True,True,False,2024-11-14 14:49:58.532729,2024-11-14 14:49:58.560628,3496.0,009003,73.0,W,009,003,0,9.0,3.0,62.0,"[110, 200]",4
conserve,True,90,S041002,True,True,False,False,2024-11-14 14:55:43.387852,2024-11-14 14:55:43.419348,2515.0,041002,1190.0,S,041,002,3,41.0,2.0,69.99,"[70, 110]",3
bouteille_b,False,49,W012005,True,True,False,False,2024-11-14 14:41:13.785573,2024-11-14 14:41:13.859810,3533.0,012005,130.0,W,012,005,0,12.0,5.0,164.97,"[70, 110]",3
bouteille_t,False,78,T058102,True,False,False,False,2024-11-14 14:49:58.987569,2024-11-14 14:49:59.068723,3257.0,058102,2145.0,T,058,102,1,58.0,102.0,180.34,"[40, 70]",2
yaourt,False,53,W051011,True,True,False,False,2024-11-14 14:55:39.404168,2024-11-14 14:55:39.438718,3990.0,051011,1749.0,W,051,011,0,51.0,11.0,76.78,"[70, 110]",3
dechet,False,85,B024060,True,True,False,False,2024-11-14 14:52:07.372233,2024-11-14 14:52:07.410039,211.0,024060,478.0,B,024,060,2,24.0,60.0,84.01,"[70, 110]",3
yaourt,False,45,W046015,True,False,False,False,2024-11-14 14:56:49.279937,2024-11-14 14:56:49.299134,3941.0,046015,1478.0,W,046,015,0,46.0,15.0,42.66,"[40, 70]",2
yaourt,False,43,W024005,True,False,False,False,2024-11-14 14:41:34.304241,2024-11-14 14:41:34.327710,3631.0,024005,455.0,W,024,005,0,24.0,5.0,52.15,"[40, 70]",2
bouteille_b,False,58,W005006,True,False,False,False,2024-11-14 14:48:22.117734,2024-11-14 14:48:22.182710,3465.0,005006,32.0,W,005,006,0,5.0,6.0,144.39,"[40, 70]",2
tetrapak,False,77,B065004,True,False,False,False,2024-11-14 14:45:33.964649,2024-11-14 14:45:33.993105,1202.0,065004,2416.0,B,065,004,2,65.0,4.0,63.24,"[40, 70]",2
yaourt,False,68,W025010,True,False,False,False,2024-11-14 14:52:34.843955,2024-11-14 14:52:34.867313,3647.0,025010,496.0,W,025,010,0,25.0,10.0,51.91,"[40, 70]",2
tetrapak,False,90,B073007,True,False,False,False,2024-11-14 14:55:17.178647,2024-11-14 14:55:17.212341,1414.0,073007,2686.0,B,073,007,2,73.0,7.0,74.88,"[40, 70]",2
journal,False,257,B038047,True,True,True,True,2024-11-14 14:51:20.315950,2024-11-14 14:51:20.319944,421.0,038047,1056.0,B,038,047,2,38.0,47.0,8.88,>= 200,5
carton_grand,False,4,B077021,True,True,True,True,2024-11-14 14:42:53.224103,2024-11-14 14:42:53.271858,1523.0,077021,2808.0,B,077,021,2,77.0,21.0,106.12,>= 200,5
tetrapak,False,65,B099015,True,False,False,False,2024-11-14 14:45:46.059478,2024-11-14 14:45:46.089222,1953.0,099015,3264.0,B,099,015,2,99.0,15.0,66.1,"[40, 70]",2
canette,True,68,S025003,True,True,False,False,2024-11-14 14:53:33.201893,2024-11-14 14:53:33.233517,2393.0,025003,489.0,S,025,003,3,25.0,3.0,70.28,"[70, 110]",3
yaourt,False,79,W027013,True,True,False,False,2024-11-14 14:45:40.140993,2024-11-14 14:45:40.167693,3672.0,027013,562.0,W,027,013,0,27.0,13.0,59.33,"[70, 110]",3
bouteille_t,False,76,T031052,True,True,False,False,2024-11-14 14:54:08.455739,2024-11-14 14:54:08.536021,2687.0,031052,732.0,T,031,052,1,31.0,52.0,178.4,"[70, 110]",3
carton_petit,False,71,B055016,True,True,False,False,2024-11-14 14:41:04.379706,2024-11-14 14:41:04.407724,882.0,055016,1949.0,B,055,016,2,55.0,16.0,62.26,"[70, 110]",3
bouteille_b,False,68,W010007,True,True,True,False,2024-11-14 14:53:13.272802,2024-11-14 14:53:13.313678,3512.0,010007,93.0,W,010,007,0,10.0,7.0,90.84,"[110, 200]",4
tetrapak,False,45,B089012,True,True,False,False,2024-11-14 14:47:54.285187,2024-11-14 14:47:54.315107,1766.0,089012,3076.0,B,089,012,2,89.0,12.0,66.49,"[70, 110]",3
carton_petit,False,94,B107022,True,True,True,False,2024-11-14 14:44:59.649189,2024-11-14 14:44:59.708468,2083.0,107022,3395.0,B,107,022,2,107.0,22.0,131.73,"[110, 200]",4
yaourt,False,68,W035013,True,True,False,False,2024-11-14 14:50:13.963846,2024-11-14 14:50:13.991720,3783.0,035013,899.0,W,035,013,0,35.0,13.0,61.94,"[70, 110]",3
journal,False,8,B055039,True,True,True,True,2024-11-14 14:56:25.783854,2024-11-14 14:56:25.938926,893.0,055039,1961.0,B,055,039,2,55.0,39.0,344.6,>= 200,5
canette,True,58,S047004,True,True,False,False,2024-11-14 14:46:35.666821,2024-11-14 14:46:35.702738,2551.0,047004,1514.0,S,047,004,3,47.0,4.0,79.82,"[70, 110]",3
canette,True,59,S023004,True,True,False,False,2024-11-14 14:56:03.597560,2024-11-14 14:56:03.650954,2378.0,023004,425.0,S,023,004,3,23.0,4.0,118.65,"[70, 110]",3
bouteille_t,False,248,T032082,True,True,False,False,2024-11-14 14:50:52.094270,2024-11-14 14:50:52.121581,2708.0,032082,784.0,T,032,082,1,32.0,82.0,60.69,"[70, 110]",3
yaourt,False,67,W027005,True,False,False,False,2024-11-14 14:53:28.565985,2024-11-14 14:53:28.605223,3665.0,027005,554.0,W,027,005,0,27.0,5.0,87.2,"[40, 70]",2
dechet,False,255,B052011,True,True,True,True,2024-11-14 14:44:38.928396,2024-11-14 14:44:38.931154,798.0,052011,1795.0,B,052,011,2,52.0,11.0,6.13,>= 200,5
bouteille_b,False,81,W008006,True,True,True,False,2024-11-14 14:54:12.303390,2024-11-14 14:54:12.329725,3488.0,008006,61.0,W,008,006,0,8.0,6.0,58.52,"[110, 200]",4
tetrapak,False,40,B075008,True,True,False,False,2024-11-14 14:46:35.079614,2024-11-14 14:46:35.106747,1460.0,075008,2740.0,B,075,008,2,75.0,8.0,60.3,"[70, 110]",3
bouteille_b,False,203,W007005,True,True,False,False,2024-11-14 14:54:00.246175,2024-11-14 14:54:00.276289,3478.0,007005,48.0,W,007,005,0,7.0,5.0,66.92,"[70, 110]",3
carton_grand,False,4,B080022,True,True,True,False,2024-11-14 14:56:17.336206,2024-11-14 14:56:17.475200,1583.0,080022,2881.0,B,080,022,2,80.0,22.0,308.88,"[110, 200]",4
bouteille_b,False,82,W007003,True,False,False,False,2024-11-14 14:44:35.606849,2024-11-14 14:44:35.698614,3476.0,007003,46.0,W,007,003,0,7.0,3.0,203.92,"[40, 70]",2
journal,False,6,B057051,True,True,True,True,2024-11-14 14:47:42.779749,2024-11-14 14:47:42.890574,958.0,057051,2068.0,B,057,051,2,57.0,51.0,246.28,>= 200,5
yaourt,False,50,W059006,True,True,False,False,2024-11-14 14:53:19.346160,2024-11-14 14:53:19.373874,4054.0,059006,2152.0,W,059,006,0,59.0,6.0,61.59,"[70, 110]",3
carton_grand,False,139,B086017,True,True,True,False,2024-11-14 14:49:56.390770,2024-11-14 14:49:56.393225,1708.0,086017,3017.0,B,086,017,2,86.0,17.0,5.46,"[110, 200]",4
carton_grand,False,359,B107012,False,False,False,False,2024-11-14 14:54:33.228463,2024-11-14 14:54:33.310071,2076.0,107012,3388.0,B,107,012,2,107.0,12.0,181.35,"[0, 40]",1
conserve,True,95,S037000,True,True,False,False,2024-11-14 14:50:01.598135,2024-11-14 14:50:01.644977,2485.0,037000,980.0,S,037,000,3,37.0,0.0,104.09,"[70, 110]",3
carton_grand,False,3,B086013,True,True,True,True,2024-11-14 14:53:05.638326,2024-11-14 14:53:05.702476,1705.0,086013,3014.0,B,086,013,2,86.0,13.0,142.56,>= 200,5
dechet,False,69,T043051,True,False,False,False,2024-11-14 14:51:39.884330,2024-11-14 14:51:39.907284,2926.0,043051,1324.0,T,043,051,1,43.0,51.0,51.01,"[40, 70]",2
